Data Set Name,Site Name,Country Ocean,Latitude (°),Longitude (°),Elevation (m),Publication 1,Publication 2,Original Data Citation,Neotoma ID,Archive Type,Proxy General,Proxy Type,Proxy Detial,Calibration Method,Calibration Seasonality,Paleo Data Notes,Variable Name,Units,Datum,Climate Variable,Climate Variable Detail,Seasonality,Season General,Direction,Min Year,Max Year,Resolution,Ages Per kyr,In Compilation,QC Certification,QC Comments,Link to LiPDverse,,,
Sfl4-1.Willemse.1999,sfl4-1,North America>Greenland,67.0833,-50.2833,247,10.1130/0091-7613(1999)027<0580:HCSTVF>2.3.CO;2,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,LakeSediment,biophysical,TOC,bulk sediment,,,,OM,percent,,T,air@surface,Summer,summerOnly,positive,12,7400,13,0.68,Temp12k,DSK,,http://lipdverse.org/globalHolocene/0_54_0/Sfl4-1.Willemse.1999.html,,,
CangoCave.Talma.1992,Cango Cave,Africa>Southern Africa>South Africa,-33.3926,22.214,670,10.1016/0033-5894(92)90082-T,,this compilation,,Speleothem,isotope,d18O,calcite,Craig 1965,,,temperature,degC,abs,T,air@surface,annual,annual,positive,12,6408,57,0.78,Temp12k,"BMC, KR, MCH",,http://lipdverse.org/globalHolocene/0_54_0/CangoCave.Talma.1992.html,,,
Duck.Winkler.1985,Duck,North America>United States Of America>Massachusetts,41.93,-70,2,10.1016/0033-5894(85)90037-7,10.1038/nature25464,this compilation,10.21233/N32D96,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,11,10842,337,0.58,Temp12k,TB,"fails age control, gap >3000 years (largest gap is 3370 yrs), but 7 ages",http://lipdverse.org/globalHolocene/0_54_0/Duck.Winkler.1985.html,,,
Duck.Winkler.1985,Duck,North America>United States Of America>Massachusetts,41.93,-70,2,10.1016/0033-5894(85)90037-7,10.1038/nature25464,this compilation,10.21233/N32D96,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,11,10842,337,0.58,Temp12k,TB,"fails age control, gap >3000 years (largest gap is 3370 yrs), but 7 ages",http://lipdverse.org/globalHolocene/0_54_0/Duck.Winkler.1985.html,,,
Duck.Winkler.1985,Duck,North America>United States Of America>Massachusetts,41.93,-70,2,10.1016/0033-5894(85)90037-7,10.1038/nature25464,this compilation,10.21233/N32D96,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,11,10842,337,0.58,Temp12k,TB,"fails age control, gap >3000 years (largest gap is 3370 yrs), but 7 ages",http://lipdverse.org/globalHolocene/0_54_0/Duck.Winkler.1985.html,,,
SSDP_102.Kim.2004,SSDP_102,Pacific Ocean>North Pacific Ocean>Sea Of Japan,34.953,128.881,-40,10.1016/j.quascirev.2004.08.010,10.1016/j.quaint.2014.02.004,10.1594/PANGAEA.438838,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,10,6880,60,1.46,Temp12k,"LJ, OC, DSK, JET",,http://lipdverse.org/globalHolocene/0_54_0/SSDP_102.Kim.2004.html,,,
Hvitarvatn.Larsen.2013,Hvitarvatn,Europe>Northern Europe>Iceland,64.6167,-19.85,422,10.1016/j.quascirev.2013.03.010,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,,LakeSediment,biophysical,BSi,bulk sediment,,,,PC1,unitless,,T,air@surface,Summer,summerOnly,positive,9,9936,20,,Temp12k,DSK,"chronology based on splice of varve counts (back to 3 ka) with PSV-age model (Larsen et al., 2012; 10.1016/j.quascirev.2012.02.006)",http://lipdverse.org/globalHolocene/0_54_0/Hvitarvatn.Larsen.2013.html,,,
Eldora.Maher.1969,Eldora Fen,North America>United States Of America>Colorado,39.94,-105.58,2848,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N30H6G,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,9,8640,175,0.70,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Eldora.Maher.1969.html,,,
Eldora.Maher.1969,Eldora Fen,North America>United States Of America>Colorado,39.94,-105.58,2848,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N30H6G,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,9,8640,175,0.70,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Eldora.Maher.1969.html,,,
Eldora.Maher.1969,Eldora Fen,North America>United States Of America>Colorado,39.94,-105.58,2848,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N30H6G,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,9,8640,175,0.70,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Eldora.Maher.1969.html,,,
893A.Kennet.2007,893A,Pacific Ocean>North Pacific Ocean,34.2875,-120.036,-588,10.1016/j.quascirev.2006.07.019,,this compilation,,MarineSediment,isotope,d18O,bulloides,"BAY: SST calculated from d18O (TSid=LPD28794972dp) using the bayfoxm program bayfox_predict. Parameters: prior_mean=15.1862, prior_std=10, species=bulloides, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-0.4821) for the archive location and using the ages",,"SST calculated from d18O (TSid=LPD28794972dp) using the bayfoxm program bayfox_predict. Parameters: prior_mean=15.1862, prior_std=10, species=bulloides, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (-0.4821) for the archive location and using the ages",temperature,degC,abs,T,sea@surface,annual,annual,positive,9,10002,31,2.40,Temp12k,"PMS, AdV",seasonality not specified explicitly by author but infered from general discussion in text.,http://lipdverse.org/globalHolocene/0_54_0/893A.Kennet.2007.html,,,
NussbaumerSeen.Rsch.1995,Nussbaumer Seen,Europe>Western Europe>Switzerland,47.62,8.82,444,10.5169/seals-593919,10.1038/nature25464,this compilation,10.21233/2dyz-ac37,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,8,10930,129,0.75,Temp12k,BSAD,youngest age 4.1 ka; otherwise solid chronology,http://lipdverse.org/globalHolocene/0_54_0/NussbaumerSeen.Rsch.1995.html,,,
NussbaumerSeen.Rsch.1995,Nussbaumer Seen,Europe>Western Europe>Switzerland,47.62,8.82,444,10.5169/seals-593919,10.1038/nature25464,this compilation,10.21233/2dyz-ac37,LakeSediment,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,8,10930,129,0.75,Temp12k,BSAD,youngest age 4.1 ka; otherwise solid chronology,http://lipdverse.org/globalHolocene/0_54_0/NussbaumerSeen.Rsch.1995.html,,,
NussbaumerSeen.Rsch.1995,Nussbaumer Seen,Europe>Western Europe>Switzerland,47.62,8.82,444,10.5169/seals-593919,10.1038/nature25464,this compilation,10.21233/2dyz-ac37,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,8,10930,129,0.75,Temp12k,BSAD,youngest age 4.1 ka; otherwise solid chronology,http://lipdverse.org/globalHolocene/0_54_0/NussbaumerSeen.Rsch.1995.html,,,
LittleLochRoag.Birks.1979,Little Loch Roag,Europe>Northern Europe>British Isles>United Kingdom,58.13,-6.88,27,"Birks, H.J.B., and B.J. Madsen. 1979. Flandrian vegetational history of Little Loch Roag, Isle of Lewis, Scotland. Journal of Ecology, 67(3):825-842.",10.1038/nature25464,this compilation,10.21233/2V5V-V203,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,8,9746,248,0.62,Temp12k,BSAD,"age gap of 3.5 ka, but otherwise solid chronology",http://lipdverse.org/globalHolocene/0_54_0/LittleLochRoag.Birks.1979.html,,,
LittleLochRoag.Birks.1979,Little Loch Roag,Europe>Northern Europe>British Isles>United Kingdom,58.13,-6.88,27,"Birks, H.J.B., and B.J. Madsen. 1979. Flandrian vegetational history of Little Loch Roag, Isle of Lewis, Scotland. Journal of Ecology, 67(3):825-842.",10.1038/nature25464,this compilation,10.21233/2V5V-V203,Peat,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,8,9746,248,0.62,Temp12k,BSAD,"age gap of 3.5 ka, but otherwise solid chronology",http://lipdverse.org/globalHolocene/0_54_0/LittleLochRoag.Birks.1979.html,,,
LittleLochRoag.Birks.1979,Little Loch Roag,Europe>Northern Europe>British Isles>United Kingdom,58.13,-6.88,27,"Birks, H.J.B., and B.J. Madsen. 1979. Flandrian vegetational history of Little Loch Roag, Isle of Lewis, Scotland. Journal of Ecology, 67(3):825-842.",10.1038/nature25464,this compilation,10.21233/2V5V-V203,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,8,9746,248,0.62,Temp12k,BSAD,"age gap of 3.5 ka, but otherwise solid chronology",http://lipdverse.org/globalHolocene/0_54_0/LittleLochRoag.Birks.1979.html,,,
Qipisarqo.Frechette.2009,Qipisarqo,North America>Greenland,61,-47.75,7,10.1006/qres.2002.2352,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,45722,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,7,summerOnly,positive,8,8634,220,1.16,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Qipisarqo.Frechette.2009.html,,,
MD98_2181.Stott.2007,MD98_2181,Pacific Ocean>North Pacific Ocean,6.3,125.82,-2114,10.1126/science.1143791,10.1029/2006PA001379,www.ncdc.noaa.gov/paleo/study/6400,,MarineSediment,isotope,d18O,ruber,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=28.766, prior_std=10, species=ruber, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.22659) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,8,21869,36,1.33,Temp12k,"JET, DSK",most dates below 941 cm are problematic (see also 10.1029/2006PA001379),http://lipdverse.org/globalHolocene/0_54_0/MD98_2181.Stott.2007.html,,,
PusciznaRekowianska.Obidowicz.1993,Puscizna Rekowianska,Europe>Eastern Europe>Poland,49.48,19.82,656,"Obidowicz, A. 1993. Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years]. Dokumentacja Geograficzna, ed. A. Kotarba, 4-5:31-43.",10.1038/nature25464,this compilation,10.21233/FB1T-1R29,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,8,10930,132,0.61,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/PusciznaRekowianska.Obidowicz.1993.html,,,
PusciznaRekowianska.Obidowicz.1993,Puscizna Rekowianska,Europe>Eastern Europe>Poland,49.48,19.82,656,"Obidowicz, A. 1993. Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years]. Dokumentacja Geograficzna, ed. A. Kotarba, 4-5:31-43.",10.1038/nature25464,this compilation,10.21233/FB1T-1R29,Peat,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,8,10930,132,0.61,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/PusciznaRekowianska.Obidowicz.1993.html,,,
PusciznaRekowianska.Obidowicz.1993,Puscizna Rekowianska,Europe>Eastern Europe>Poland,49.48,19.82,656,"Obidowicz, A. 1993. Wahania gornej granicy lasu w poznym plejstocenie i holocenie w Tatrach [Fluctuations of the forest timberline in the Tatra Mountains during the last 12 000 years]. Dokumentacja Geograficzna, ed. A. Kotarba, 4-5:31-43.",10.1038/nature25464,this compilation,10.21233/FB1T-1R29,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,8,10930,132,0.61,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/PusciznaRekowianska.Obidowicz.1993.html,,,
NorthCraterLake.Palmer.2002,North Crater Lake,North America>Canada>British Columbia,49.07,-120.02,2120,10.1023/A:1021644122727,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,51 lakes from British Columbia (Palmer et al. 2002),temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,7,12602,219,0.67,Temp12k,"DSK, MTO, YLA",,http://lipdverse.org/globalHolocene/0_54_0/NorthCraterLake.Palmer.2002.html,,,
MinnetonkaCave.Lundeen.2013,Minnetonka Cave,North America>United States Of America>Idaho,42.088,-111.5187,2346.96,10.1016/j.quaint.2013.03.018,,www.ncdc.noaa.gov/paleo/study/23097,,Speleothem,isotope,d18O,calcite,,,,d18O,permil,,T,air@surface,winter,winterOnly,positive,7,11122,7,1.53,Temp12k,KR,"authors write, ""we can say with confidence that regardless of the other contributing mechanisms, the speleothem 18O variability is reflective of temperature change""",http://lipdverse.org/globalHolocene/0_54_0/MinnetonkaCave.Lundeen.2013.html,,,
MaleshevskaBog.Tonkov.1992,Maleshevska Mountains Peat Bog,Europe>Eastern Europe>Bulgaria,41.7,23.03,1720,"Tonkov, S., and E.D.B. Bozilova. 1992. Pollen analysis of peat bog in Maleshevska mountain (SW Bulgaria). Annual of Sofia University, Faculty of Biology, 81(2):11-21.",10.1038/nature25464,this compilation,10.21233/9KR8-8S34,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,7,7708,58,0.52,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/MaleshevskaBog.Tonkov.1992.html,,,
MaleshevskaBog.Tonkov.1992,Maleshevska Mountains Peat Bog,Europe>Eastern Europe>Bulgaria,41.7,23.03,1720,"Tonkov, S., and E.D.B. Bozilova. 1992. Pollen analysis of peat bog in Maleshevska mountain (SW Bulgaria). Annual of Sofia University, Faculty of Biology, 81(2):11-21.",10.1038/nature25464,this compilation,10.21233/9KR8-8S34,Peat,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,7,7708,58,0.52,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/MaleshevskaBog.Tonkov.1992.html,,,
MaleshevskaBog.Tonkov.1992,Maleshevska Mountains Peat Bog,Europe>Eastern Europe>Bulgaria,41.7,23.03,1720,"Tonkov, S., and E.D.B. Bozilova. 1992. Pollen analysis of peat bog in Maleshevska mountain (SW Bulgaria). Annual of Sofia University, Faculty of Biology, 81(2):11-21.",10.1038/nature25464,this compilation,10.21233/9KR8-8S34,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,7,7708,58,0.52,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/MaleshevskaBog.Tonkov.1992.html,,,
Devils.Shuman.2016,Devils,North America>United States Of America>Wisconsin,43.42,-89.73,294,10.1016/j.quascirev.2016.03.009,10.1038/nature25464,this compilation,10.21233/N3HX4H,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,7,10872,112,1.08,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Devils.Shuman.2016.html,,,
Devils.Shuman.2016,Devils,North America>United States Of America>Wisconsin,43.42,-89.73,294,10.1016/j.quascirev.2016.03.009,10.1038/nature25464,this compilation,10.21233/N3HX4H,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,7,10872,112,1.08,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Devils.Shuman.2016.html,,,
Devils.Shuman.2016,Devils,North America>United States Of America>Wisconsin,43.42,-89.73,294,10.1016/j.quascirev.2016.03.009,10.1038/nature25464,this compilation,10.21233/N3HX4H,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,7,10872,112,1.08,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Devils.Shuman.2016.html,,,
LB1.Gajewski.1993,Lake LB1,North America>Canada>Quebec,57.92,-75.62,200,10.2307/2261522,10.1038/nature25464,this compilation,10.21233/N3164X,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,7,6931,141,0.58,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LB1.Gajewski.1993.html,,,
LB1.Gajewski.1993,Lake LB1,North America>Canada>Quebec,57.92,-75.62,200,10.2307/2261522,10.1038/nature25464,this compilation,10.21233/N3164X,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,7,6931,141,0.58,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LB1.Gajewski.1993.html,,,
LB1.Gajewski.1993,Lake LB1,North America>Canada>Quebec,57.92,-75.62,200,10.2307/2261522,10.1038/nature25464,this compilation,10.21233/N3164X,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,7,6931,141,0.58,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LB1.Gajewski.1993.html,,,
PathLake.Neil.2014,Path Lake,North America>Canada>Nova Scotia,43.87,-64.93,15,10.1016/j.yqres.2014.01.001,,this compilation,10.21233/x2md-aj39,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,7,9121,43,0.66,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/PathLake.Neil.2014.html,,,
SO90_56KA.Doose-Rolinski.2001,SO90_56KA,Indian Ocean>Arabian Sea,24.833,65.916,-695,10.1029/2000PA000511,10.1006/qres.1998.2016,"10.1594/PANGAEA.713643,10.1594/PANGAEA.713641",,MarineSediment,alkenone,alkenone,UK37,"Calculated from UK37 (Sonzogni et al., 1998)",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,6,4883,17,3.90,Temp12k,LJ,Uk37 data not available; no Bayesian recalibration,http://lipdverse.org/globalHolocene/0_54_0/SO90_56KA.Doose-Rolinski.2001.html,,,
Ostrowite.Milecka.2002,Ostrowite,Europe>Eastern Europe>Poland,53.79,17.6,121,"Milecka, K., and K. Szeroczynska. 2002. Tymczasowa informacja o paleoekologii i paleolimnologii Jeziora Ostrowite na podstawie glebokowodnego rdzenia (z SW czesci zbionika). Summary: Introductory results of palaeoecological and palaeolimnological investigations on Lake Ostrowite based on deep-water core. In: J.Banaszak, K.Tobolski (eds.) Park Narodowy ""Bory Tucholskie"". (National Park ""Bory Tucholskie""). PNBT, Charzykowy, 61-74.",10.1038/nature25464,this compilation,16473,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,6,10507,73,0.83,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Ostrowite.Milecka.2002.html,,,
Ostrowite.Milecka.2002,Ostrowite,Europe>Eastern Europe>Poland,53.79,17.6,121,"Milecka, K., and K. Szeroczynska. 2002. Tymczasowa informacja o paleoekologii i paleolimnologii Jeziora Ostrowite na podstawie glebokowodnego rdzenia (z SW czesci zbionika). Summary: Introductory results of palaeoecological and palaeolimnological investigations on Lake Ostrowite based on deep-water core. In: J.Banaszak, K.Tobolski (eds.) Park Narodowy ""Bory Tucholskie"". (National Park ""Bory Tucholskie""). PNBT, Charzykowy, 61-74.",10.1038/nature25464,this compilation,16473,LakeSediment,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,6,10507,73,0.83,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Ostrowite.Milecka.2002.html,,,
Ostrowite.Milecka.2002,Ostrowite,Europe>Eastern Europe>Poland,53.79,17.6,121,"Milecka, K., and K. Szeroczynska. 2002. Tymczasowa informacja o paleoekologii i paleolimnologii Jeziora Ostrowite na podstawie glebokowodnego rdzenia (z SW czesci zbionika). Summary: Introductory results of palaeoecological and palaeolimnological investigations on Lake Ostrowite based on deep-water core. In: J.Banaszak, K.Tobolski (eds.) Park Narodowy ""Bory Tucholskie"". (National Park ""Bory Tucholskie""). PNBT, Charzykowy, 61-74.",10.1038/nature25464,this compilation,16473,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,6,10507,73,0.83,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Ostrowite.Milecka.2002.html,,,
HavredeCrabec.Coutard.2006,Havre de Crabec,Europe>Western Europe>France,49.68,-1.28,2,"Coutard, S., and M. Clet-Pellerin. 2006. Evolution de la sedimentation et de la vegetation pendant l'Holocene dans les marais arriere-littoraux du Val de Saire (Cotentin, Normandie). In : L'erosion entre Societe, Climat et Paleoenvironnements. Geolab-UMR 6042 CNRS, Presses Universitaires Blaise Pascal, Clermont-Ferrand, coll., Nature-Societe, 271-278.",10.1038/nature25464,this compilation,10.21233/F728-0M75,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,5,6838,127,0.00,Temp12k,BSAD,chronology based on stat correlations,http://lipdverse.org/globalHolocene/0_54_0/HavredeCrabec.Coutard.2006.html,,,
