Data Set Name,Site Name,Country Ocean,Latitude (°),Longitude (°),Elevation (m),Publication 1,Publication 2,Original Data Citation,Neotoma ID,Archive Type,Proxy General,Proxy Type,Proxy Detial,Calibration Method,Calibration Seasonality,Paleo Data Notes,Variable Name,Units,Datum,Climate Variable,Climate Variable Detail,Seasonality,Season General,Direction,Min Year,Max Year,Resolution,Ages Per kyr,In Compilation,QC Certification,QC Comments,Link to LiPDverse,,,
EagleTarn.Rees.2010,Eagle Tarn,Australia/New Zealand>Australia,-42.6799,146.5914,1040,10.1016/j.quascirev.2009.10.003,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,TWARM,Tasmanian calibration set; temperature values represent warmest quarter of year.,temperature,degC,abs,T,air@surface,warmest quarter yr,summerOnly,positive,30,15139,157,0.58,Temp12k,"MTO, OHE, ARE, LCC","poor GoF to temperature due to abundant poorly modelled, seemingly cold-adapted taxon. Consistent with appearance of other cold taxa, so interpreted as reliable",http://lipdverse.org/globalHolocene/0_54_0/EagleTarn.Rees.2010.html,,,
ESM-1.Mackay.2012,ESM-1,Europe>Eastern Europe>Russian Federation,52.0269,101.0591,1992,10.1016/j.quascirev.2012.03.004,,www.ncdc.noaa.gov/paleo/study/28371,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,81-lake training set from European Russia and central Siberia (Self et al. 2011),temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,29,11206,376,1.16,Temp12k,"MTO, AWM",,http://lipdverse.org/globalHolocene/0_54_0/ESM-1.Mackay.2012.html,,,
Donvold.Nilssen.1983,Donvold,Europe>Northern Europe>Scandinavia>Norway,68.13,13.58,10,"Nilssen, E.J. 1983. Ph.D. Dissertation. Institute of Biology and Geology, University of Tromso, Tromso, Norway.",10.1038/nature25464,this compilation,10.21233/057S-WR75,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,28,9480,156,0.63,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Donvold.Nilssen.1983.html,,,
Donvold.Nilssen.1983,Donvold,Europe>Northern Europe>Scandinavia>Norway,68.13,13.58,10,"Nilssen, E.J. 1983. Ph.D. Dissertation. Institute of Biology and Geology, University of Tromso, Tromso, Norway.",10.1038/nature25464,this compilation,10.21233/057S-WR75,Peat,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,28,9480,156,0.63,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Donvold.Nilssen.1983.html,,,
Donvold.Nilssen.1983,Donvold,Europe>Northern Europe>Scandinavia>Norway,68.13,13.58,10,"Nilssen, E.J. 1983. Ph.D. Dissertation. Institute of Biology and Geology, University of Tromso, Tromso, Norway.",10.1038/nature25464,this compilation,10.21233/057S-WR75,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,28,9480,156,0.63,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/Donvold.Nilssen.1983.html,,,
Myrtle.Janssen.1968,Myrtle,North America>United States Of America>Minnesota,47.98,-93.39,393,10.1139/b68-190,10.1038/nature25464,this compilation,10.21233/N3293W,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,28,10934,139,0.42,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Myrtle.Janssen.1968.html,,,
Myrtle.Janssen.1968,Myrtle,North America>United States Of America>Minnesota,47.98,-93.39,393,10.1139/b68-190,10.1038/nature25464,this compilation,10.21233/N3293W,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,28,10934,139,0.42,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Myrtle.Janssen.1968.html,,,
Myrtle.Janssen.1968,Myrtle,North America>United States Of America>Minnesota,47.98,-93.39,393,10.1139/b68-190,10.1038/nature25464,this compilation,10.21233/N3293W,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,28,10934,139,0.42,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Myrtle.Janssen.1968.html,,,
TTR17_434G.Rodrigo-Gamiz.2014,TTR17 434G,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,36.2052,-4.3122,-1108,10.1002/2013PA002466,,10.1594/PANGAEA.826066,,MarineSediment,other biomarker,long chain diol,LDI,"Calculated from UK'37 (M ller et al, 1998) (URI: 10.1016/S0016-7037(98)00097-0)",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,27,13728,162,0.58,Temp12k,LJ,,http://lipdverse.org/globalHolocene/0_54_0/TTR17_434G.Rodrigo-Gamiz.2014.html,,,
TTR17_434G.Rodrigo-Gamiz.2014,TTR17 434G,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,36.2052,-4.3122,-1108,10.1002/2013PA002466,,10.1594/PANGAEA.826066,,MarineSediment,alkenone,alkenone,UK37,"BAY: SST calculated from Uk37 (TSid=LPD44c75538) using the BAYSPLINE program UK_predict. Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,27,13728,162,0.58,Temp12k,"LJ, OC",,http://lipdverse.org/globalHolocene/0_54_0/TTR17_434G.Rodrigo-Gamiz.2014.html,,,
GraechenSee.Krisai.2006,Graechen See,Europe>Western Europe>Switzerland,46.2,7.85,1725,"Krisai, R., W. Mayer, C. Schroeck, and R. Tuerk. 2006. Das Gradenmoos in der Schobergruppe (NP Hohe Tauern, Kaerten) Vegetation und Entstehung. Carinthia II, 196/116:359-386.",10.1038/nature25464,this compilation,10.21233/8DA7-B493,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,25,8319,93,1.33,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/GraechenSee.Krisai.2006.html,,,
GraechenSee.Krisai.2006,Graechen See,Europe>Western Europe>Switzerland,46.2,7.85,1725,"Krisai, R., W. Mayer, C. Schroeck, and R. Tuerk. 2006. Das Gradenmoos in der Schobergruppe (NP Hohe Tauern, Kaerten) Vegetation und Entstehung. Carinthia II, 196/116:359-386.",10.1038/nature25464,this compilation,10.21233/8DA7-B493,LakeSediment,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,25,8319,93,1.33,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/GraechenSee.Krisai.2006.html,,,
GraechenSee.Krisai.2006,Graechen See,Europe>Western Europe>Switzerland,46.2,7.85,1725,"Krisai, R., W. Mayer, C. Schroeck, and R. Tuerk. 2006. Das Gradenmoos in der Schobergruppe (NP Hohe Tauern, Kaerten) Vegetation und Entstehung. Carinthia II, 196/116:359-386.",10.1038/nature25464,this compilation,10.21233/8DA7-B493,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,25,8319,93,1.33,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/GraechenSee.Krisai.2006.html,,,
LittleBass.Swain.NA,Little Bass,North America>United States Of America>Minnesota,47.29,-93.6,391,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N37M0D,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,23,10491,335,0.42,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LittleBass.Swain.NA.html,,,
LittleBass.Swain.NA,Little Bass,North America>United States Of America>Minnesota,47.29,-93.6,391,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N37M0D,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,23,10491,335,0.42,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LittleBass.Swain.NA.html,,,
LittleBass.Swain.NA,Little Bass,North America>United States Of America>Minnesota,47.29,-93.6,391,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N37M0D,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,23,10491,335,0.42,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LittleBass.Swain.NA.html,,,
ClearLakeIN.Bailey.1972,Clear Lake IN,North America>United States Of America>Indiana,41.64,-86.54,244,"Bailey, R.E. 1972. Late- and postglacial environmental changes in northwestern Indiana. Doctoral dissertation. Indiana University, Bloomington, Indiana, USA.",10.1038/nature25464,this compilation,10.21233/N3761N,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,22,10800,253,0.33,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 4200 yrs); five well-spaced ages in Holocene",http://lipdverse.org/globalHolocene/0_54_0/ClearLakeIN.Bailey.1972.html,,,
ClearLakeIN.Bailey.1972,Clear Lake IN,North America>United States Of America>Indiana,41.64,-86.54,244,"Bailey, R.E. 1972. Late- and postglacial environmental changes in northwestern Indiana. Doctoral dissertation. Indiana University, Bloomington, Indiana, USA.",10.1038/nature25464,this compilation,10.21233/N3761N,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,22,10800,253,0.33,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 4200 yrs); five well-spaced ages in Holocene",http://lipdverse.org/globalHolocene/0_54_0/ClearLakeIN.Bailey.1972.html,,,
ClearLakeIN.Bailey.1972,Clear Lake IN,North America>United States Of America>Indiana,41.64,-86.54,244,"Bailey, R.E. 1972. Late- and postglacial environmental changes in northwestern Indiana. Doctoral dissertation. Indiana University, Bloomington, Indiana, USA.",10.1038/nature25464,this compilation,10.21233/N3761N,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,22,10800,253,0.33,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 4200 yrs); five well-spaced ages in Holocene",http://lipdverse.org/globalHolocene/0_54_0/ClearLakeIN.Bailey.1972.html,,,
KY07_04_PC1.Kubota.2010,KY07_04_PC1,Pacific Ocean>Western Pacific Ocean>East China Sea,31.63,128.95,-758,10.1029/2009PA001891,,10.1594/PANGAEA.831134,,MarineSediment,Mg/Ca,Mg/Ca,ruber,"Baymag (baymag_predict.m) github.com/jesstierney/BAYMAG Parameters: omega=1.2193, salinity=33.5732, pH=8.1185, clean=0, species=ruber, pstd=10, varargin=0",,,temperature,degC,abs,T,sea@surface,6 7 8 9 10 11,annual,positive,21,18784,80,1.17,Temp12k,"SLJ, DSK, JET",,http://lipdverse.org/globalHolocene/0_54_0/KY07_04_PC1.Kubota.2010.html,,,
VuolepNjakajaure.Heinrichs.2006,Vuolep Njakajaure,Europe>Northern Europe>Scandinavia>Sweden,68.33,18.75,409,10.1007/s10933-006-0010-x,10.1007/s00334-006-0054-x,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,"100-lake training set from Sweden (Larocque et al. 2001), British Columbia traininget (Rosenberg et al. 2004)",temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,21,8899,230,3.15,Temp12k,"SEN, OHE, MLH",,http://lipdverse.org/globalHolocene/0_54_0/VuolepNjakajaure.Heinrichs.2006.html,,,
JinchueanBog.Yu.2013,Jinchuan Peat Bog,Asia>Eastern Asia>China,42.33,126.37,600,10.1177/0959683613496292,10.1191/095968300669856361,this compilation,,Peat,isotope,d18O,cellulose,Inverse proxy model,,,temperature,degC,abs,T,air@surface,5 6 7 8 9 10,summerOnly,positive,20,5752,24,0.87,Temp12k,EKT,,http://lipdverse.org/globalHolocene/0_54_0/JinchueanBog.Yu.2013.html,,,
M40-4-SL78.Emeis.2003,M40-4-SL78,Atlantic Ocean>North Atlantic Ocean>Mediterranean Sea,37.036,13.19,-470,10.1191/0959683603hl622ed,,10.1594/PANGAEA.438795,,MarineSediment,alkenone,alkenone,UK37,"Calculated from UK'37 (Mueller et al, 1998)",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,20,11380,40,0.00,Temp12k,"OC, PMS",chronology data not available; bibliographic citation (taken from PANGAEA) seems incorrect. missing UK37 data; no Bayesian recalibration,http://lipdverse.org/globalHolocene/0_54_0/M40-4-SL78.Emeis.2003.html,,,
ODP_175_1078C.Kim.2003,ODP_175_1078C,Atlantic Ocean>South Atlantic Ocean,-11.921,13.4,-426,10.1029/2003GL017557,,www.ncdc.noaa.gov/paleo/study/22400,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,20,24740,250,0.75,Temp12k,"LJ, DSK, JET",,http://lipdverse.org/globalHolocene/0_54_0/ODP_175_1078C.Kim.2003.html,,,
Austerkjosen.Seppa.2009,Austerkjosen,Europe>Northern Europe>Scandinavia>Norway,68.5333,17.2667,135,10.5194/cp-5-523-2009,10.5194/cp-10-1605-2014,www.ncdc.noaa.gov/paleo/study/15444,10.21233/N3C31V,LakeSediment,pollen,pollen,assemblage,WAPLS,,,temperature,degC,abs,T,air@surface,7,summerOnly,positive,19,8839,234,0.68,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 4065 yrs); 6 dates in Holocene",http://lipdverse.org/globalHolocene/0_54_0/Austerkjosen.Seppa.2009.html,,,
LacPetel.King.1986,Lac Petel,North America>Canada>Quebec,50.55,-66.27,270,"King, G.A. 1986. Deglaciation and vegetation history of western Labrador and adjacent Quebec. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",10.1038/nature25464,this compilation,10.21233/N31S9P,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,19,8374,273,0.60,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacPetel.King.1986.html,,,
LacPetel.King.1986,Lac Petel,North America>Canada>Quebec,50.55,-66.27,270,"King, G.A. 1986. Deglaciation and vegetation history of western Labrador and adjacent Quebec. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",10.1038/nature25464,this compilation,10.21233/N31S9P,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,19,8374,273,0.60,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacPetel.King.1986.html,,,
LacPetel.King.1986,Lac Petel,North America>Canada>Quebec,50.55,-66.27,270,"King, G.A. 1986. Deglaciation and vegetation history of western Labrador and adjacent Quebec. Doctoral dissertation. University of Minnesota, Minneapolis, Minnesota, USA.",10.1038/nature25464,this compilation,10.21233/N31S9P,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,19,8374,273,0.60,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/LacPetel.King.1986.html,,,
NIOP_C2_905_PC.Huguet.2006,NIOP_C2_905_PC,Indian Ocean>Arabian Sea,10.7833,51.9333,-1567,10.1029/2005PA001215,,10.1594/PANGAEA.861245,,MarineSediment,other biomarker,GDGT,TEX86,"Bayspar (bayspar_tex.m) 10.1016/j.gca.2013.11.026 Parameters: prior_std=10, runname=SST, varargin=1000,1",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,19,22164,169,1.00,Temp12k,"AdV, DSK, JET",,http://lipdverse.org/globalHolocene/0_54_0/NIOP_C2_905_PC.Huguet.2006.html,,,
NIOP_C2_905_PC.Huguet.2006,NIOP_C2_905_PC,Indian Ocean>Arabian Sea,10.7833,51.9333,-1567,10.1029/2005PA001215,,10.1594/PANGAEA.861245,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,19,22938,169,1.00,Temp12k,"AdV, DSK, JET",,http://lipdverse.org/globalHolocene/0_54_0/NIOP_C2_905_PC.Huguet.2006.html,,,
Pixie.Brown.2002,Pixie,North America>Canada>British Columbia,48.6,-124.2,70,10.1139/X01-197,10.1038/nature25464,this compilation,10.21233/N3C36R,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,19,10754,144,0.50,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Pixie.Brown.2002.html,,,
Pixie.Brown.2002,Pixie,North America>Canada>British Columbia,48.6,-124.2,70,10.1139/X01-197,10.1038/nature25464,this compilation,10.21233/N3C36R,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,19,10754,144,0.50,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Pixie.Brown.2002.html,,,
Pixie.Brown.2002,Pixie,North America>Canada>British Columbia,48.6,-124.2,70,10.1139/X01-197,10.1038/nature25464,this compilation,10.21233/N3C36R,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,19,10754,144,0.50,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Pixie.Brown.2002.html,,,
CC04.Gibb.2015,CC04,Atlantic Ocean>North Atlantic Ocean>Davis Strait,61.4639,-58.0365,-2674,10.1177/0959683615591352,,this compilation,,MarineSediment,other microfossil,dinocyst,assemblage,MAT,,deVernal 2005,temperature,degC,abs,T,sea@surface,winter,winter+,positive,19,15598,93,0.83,Temp12k,PMS,,http://lipdverse.org/globalHolocene/0_54_0/CC04.Gibb.2015.html,,,
CC04.Gibb.2015,CC04,Atlantic Ocean>North Atlantic Ocean>Davis Strait,61.4639,-58.0365,-2674,10.1177/0959683615591352,,this compilation,,MarineSediment,other microfossil,dinocyst,assemblage,MAT,,deVernal 2005,temperature,degC,abs,T,sea@surface,Summer,summer+,positive,19,15598,93,0.83,Temp12k,PMS,,http://lipdverse.org/globalHolocene/0_54_0/CC04.Gibb.2015.html,,,
CC04.Gibb.2015,CC04,Atlantic Ocean>North Atlantic Ocean>Davis Strait,61.4639,-58.0365,-2674,10.1177/0959683615591352,,this compilation,,MarineSediment,other microfossil,dinocyst,assemblage,,,,temperatureComposite,degC,anom,T,sea@surface,summer + winter,annual,positive,19,15598,93,0.83,Temp12k,PMS,"this timeseries was composited programmatically, with the assumption that all values are measured at equivalent levels",http://lipdverse.org/globalHolocene/0_54_0/CC04.Gibb.2015.html,,,
AgeroedsMosse.Nilsson.1964,Ageroeds Mosse,Europe>Northern Europe>Scandinavia>Sweden,55.83,13.42,58,"Nilsson, T. 1964. Standard pollen diagramme und C14 datiengen aus dem Ageroeds mosse in mittleren schonen. Lunds Universitets Arsskrift N.F. 2, 59(7):1-52.",10.1038/nature25464,this compilation,12,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,19,9099,55,2.31,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/AgeroedsMosse.Nilsson.1964.html,,,
AgeroedsMosse.Nilsson.1964,Ageroeds Mosse,Europe>Northern Europe>Scandinavia>Sweden,55.83,13.42,58,"Nilsson, T. 1964. Standard pollen diagramme und C14 datiengen aus dem Ageroeds mosse in mittleren schonen. Lunds Universitets Arsskrift N.F. 2, 59(7):1-52.",10.1038/nature25464,this compilation,12,Peat,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,abs,T,air@surface,warmest + coldest months,annual,positive,19,9099,55,2.31,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/AgeroedsMosse.Nilsson.1964.html,,,
AgeroedsMosse.Nilsson.1964,Ageroeds Mosse,Europe>Northern Europe>Scandinavia>Sweden,55.83,13.42,58,"Nilsson, T. 1964. Standard pollen diagramme und C14 datiengen aus dem Ageroeds mosse in mittleren schonen. Lunds Universitets Arsskrift N.F. 2, 59(7):1-52.",10.1038/nature25464,this compilation,12,Peat,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,19,9099,55,2.31,Temp12k,BSAD,,http://lipdverse.org/globalHolocene/0_54_0/AgeroedsMosse.Nilsson.1964.html,,,
Honeymoon.Cwynar.1991,Honeymoon,North America>Canada>Yukon Territory,64.63,-138.4,1160,10.2307/1938915,10.5194/cp-10-1605-2014,10.21233/N33Q7V,1074,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,anom,T,air@surface,coldest,winter+,positive,17,10795,117,1.86,Temp12k,TB,,http://lipdverse.org/globalHolocene/0_54_0/Honeymoon.Cwynar.1991.html,,,
Honeymoon.Cwynar.1991,Honeymoon,North America>Canada>Yukon Territory,64.63,-138.4,1160,10.2307/1938915,10.5194/cp-10-1605-2014,10.21233/N33Q7V,1074,LakeSediment,pollen,pollen,assemblage,MAT,,,temperatureComposite,degC,anom,T,air@surface,coldest month + summer,annual,positive,17,10795,117,1.86,Temp12k,TB,"this timeseries was composited programmatically, with the assumption that all values are measured at equivalent levels",http://lipdverse.org/globalHolocene/0_54_0/Honeymoon.Cwynar.1991.html,,,
Honeymoon.Cwynar.1991,Honeymoon,North America>Canada>Yukon Territory,64.63,-138.4,1160,10.2307/1938915,10.5194/cp-10-1605-2014,10.21233/N33Q7V,1074,LakeSediment,pollen,pollen,assemblage,,,,temperature,degC,anom,T,air@surface,Summer,summer+,positive,17,10795,117,1.86,Temp12k,DSK,,http://lipdverse.org/globalHolocene/0_54_0/Honeymoon.Cwynar.1991.html,,,
Agassiz.Lecavalier.2017,Agassiz,North America>Canada>Nunavut,46.6814,7.9775,1935,10.1073/pnas.1616287114,,10.1594/PANGAEA.904113,,GlacierIce,isotope,d18O,glacier ice,"linear correlation, with elevation correction",,"This is a primary temperature reconstruction for High arctic temperature reconstruction. It includes ice sheet elevation correction and isostatic rebound, based on external datasets.",temperature,degC,,T,air@surface,annual,annual,positive,16,11366,25,,Temp12k,AJO,,http://lipdverse.org/globalHolocene/0_54_0/Agassiz.Lecavalier.2017.html,,,
HiddenLakeCA.Potito.2006,Hidden Lake CA,North America>United States Of America>California,38.2613,-119.5365,2379,10.1016/j.yqres.2006.05.005,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,44-lake surface water temperature training set from Sierra Nevada (Porinchu et al. 2002),temperature,degC,abs,T,lake@surface,Summer,summerOnly,positive,16,15314,253,0.58,Temp12k,"MTO, YLA, APP, DFP",,http://lipdverse.org/globalHolocene/0_54_0/HiddenLakeCA.Potito.2006.html,,,
BanksIsland-15.Gajewski.2000,Banks Island -15,North America>Canada>Northwest Territories,73.53,-120.22,120,10.1139/b00-018,10.1038/nature25464,this compilation,10.21233/N37880,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,14,10183,127,0.39,Temp12k,"TB, DSK","one gap 4.1 ka, but more 14C ages than other two Banks Is chronologies",http://lipdverse.org/globalHolocene/0_54_0/BanksIsland-15.Gajewski.2000.html,,,
BanksIsland-15.Gajewski.2000,Banks Island -15,North America>Canada>Northwest Territories,73.53,-120.22,120,10.1139/b00-018,10.1038/nature25464,this compilation,10.21233/N37880,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,14,10183,127,0.39,Temp12k,"TB, DSK","one gap 4.1 ka, but more 14C ages than other two Banks Is chronologies",http://lipdverse.org/globalHolocene/0_54_0/BanksIsland-15.Gajewski.2000.html,,,
BanksIsland-15.Gajewski.2000,Banks Island -15,North America>Canada>Northwest Territories,73.53,-120.22,120,10.1139/b00-018,10.1038/nature25464,this compilation,10.21233/N37880,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,14,10183,127,0.39,Temp12k,"TB, DSK","one gap 4.1 ka, but more 14C ages than other two Banks Is chronologies",http://lipdverse.org/globalHolocene/0_54_0/BanksIsland-15.Gajewski.2000.html,,,
Berkut.Ilyashuk.2005,Berkut,Europe>Eastern Europe>Russian Federation,66.34,36.66,25,10.1191/0959683605hl865ra,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,WAPLS,7,100-lake training set from Sweden (Larocque et al. 2001),temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,14,10118,237,0.79,Temp12k,"MTO, EAI, BPI",,http://lipdverse.org/globalHolocene/0_54_0/Berkut.Ilyashuk.2005.html,,,
GIK17940_2.Pelejero.1999,GIK17940_2,Pacific Ocean>Western Pacific Ocean>South China Sea,20.1167,117.3833,-1727,10.1029/1998PA900015,10.1029/1999PA900028,10.1594/PANGAEA.794489,,MarineSediment,isotope,d18O,ruber,"Bayfoxm (byfox_predict.m) 10.1029/2019PA003576 Parameters: prior_mean=26.4713, prior_std=10, species=ruber, bayes=unspecified; For d18osw, values are specified to change through time, and are calculated using the getvardelo.m program from Jess Tierney, based on the modern value of d18osw (0.24639) for the archive location",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,14,41107,28,2.34,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/GIK17940_2.Pelejero.1999.html,,,
GIK17940_2.Pelejero.1999,GIK17940_2,Pacific Ocean>Western Pacific Ocean>South China Sea,20.1167,117.3833,-1727,10.1029/1998PA900015,10.1029/1999PA900028,10.1594/PANGAEA.794489,,MarineSediment,alkenone,alkenone,UK'37,"Bayspline (UK_predict.m) 10.1002/2017PA003201 Parameters: pstd=10, bayes=unspecified",,,temperature,degC,abs,T,sea@surface,annual,annual,positive,14,41081,123,2.34,Temp12k,"JET, DSK",,http://lipdverse.org/globalHolocene/0_54_0/GIK17940_2.Pelejero.1999.html,,,
Demont.Kapp.NA,Demont,North America>United States Of America>Michigan,43.48,-85,248,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N35M5P,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,warmest month,summer+,positive,13,10792,223,0.42,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 3715 yrs); five well-spaced ages in Holocene",http://lipdverse.org/globalHolocene/0_54_0/Demont.Kapp.NA.html,,,
Demont.Kapp.NA,Demont,North America>United States Of America>Michigan,43.48,-85,248,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N35M5P,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,coldest month,winter+,positive,13,10792,223,0.42,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 3715 yrs); five well-spaced ages in Holocene",http://lipdverse.org/globalHolocene/0_54_0/Demont.Kapp.NA.html,,,
Demont.Kapp.NA,Demont,North America>United States Of America>Michigan,43.48,-85,248,noPubOnRecord,10.1038/nature25464,this compilation,10.21233/N35M5P,LakeSediment,pollen,pollen,assemblage,MAT,,,temperature,degC,abs,T,air@surface,annual,annual,positive,13,10792,223,0.42,Temp12k,"TB, DSK","fails age control, gap >3000 years (largest gap is 3715 yrs); five well-spaced ages in Holocene",http://lipdverse.org/globalHolocene/0_54_0/Demont.Kapp.NA.html,,,
BiglandTarn.Barber.2013,Bigland Tarn,Atlantic Ocean>North Atlantic Ocean>North Sea,54.24,-2.99,160,10.1007/s10933-012-9656-8,,this compilation,,LakeSediment,chironomid,chironomid,assemblage,Unclear; probably WAPLS,7,Based on Norwegian training set,temperature,degC,abs,T,air@surface,Summer,summerOnly,positive,12,4806,100,2.50,Temp12k,"SEN, MTO, PGL",,http://lipdverse.org/globalHolocene/0_54_0/BiglandTarn.Barber.2013.html,,,
